index,comment
332,I need some plays guys. I’m about to fuckin $rope. My amd calls didn’t sell then it tanked. Was up this week now I’m red as fuck.
333,"there will be a heavy sell off monday cuz people who are holding from lets say 1800 ranges would probably get rid of 1/5th of their positions.   
then there will be a decent surge after next week as we go towards battery days...   
regardless i am buying shares on it... and intend to hold. so you might be in the money lol"
334,Rip to all the weekly Apple fds unless it pops power hour
335,"up a measly 6% on my SLV calls after avging down. FUCK THIS SHIT

where's all the sick IV cuz SLV is gonna go to 40 reeeeeeee"
336,Selling kids in their dressers
337,Yea slv is trash on iv now.
338,I’m thinking the same but I feel it’ll skyrocket Monday before selling off eod or Tuesday morning lol but I’m deff selling my 9/4 calls and loading up on sqqq calls
339,I’m thinking the same but I feel it’ll skyrocket Monday before selling off eod or Tuesday morning lol but I’m deff selling my 9/4 calls and loading up on sqqq calls
340,"Fuck yeah keep going up ⬆️ 

For the first time sold my uvxy calls at the peak and hopefully will buy again when it dips hard"
341,I’m assuming it’s bc it was stuck in that range for two months and has broke out to find another support and resistance much like other stocks have done this month (ie Visa) That’s just my 2 cents
342,Think of yourself as a new Boomer. You can pay for you kids college and THEY can live in YOUR basement.
343,Just bought nclh puts for October. Am I retarded?
344,"It's a low stress way of making money - that I'll just end up blowing on a yolo later lol. I knew the stock will explode for the split so last Friday I bought this. It's all a game of getting a good spread price as I bought this for $378 and profit is $622 as long as it closes over $500. Best part is dips don't affect it as much.


I bought a couple spreads on my other account and one is for NIO 21/22 and even though the stock was down yesterday, my spread was making money."
345,"It spiked on that random mini crash yesterday, which fully recovered but the vix was left at elevated levels. Vix is such broken trash"
346,Buy aapl dip retards!
347,What's the difference between vxx and uvxy? I'm not doing great with my uvxy plays
348,What's the difference between vxx and uvxy? I'm not doing great with my uvxy plays
349,Buy fb calls now hold over the weekend
350,Straight up having a lovely time cuz of SLV
351,Whens the infamous tsla bounce back?
352,"Just to clarify, if I buy a few shares of aapl today, will it still qualify for the split, or would I have needed to purchase a few days ago?"
353,My slv 25.5c 8/28 went from +200% to -50% to +75% all in a matter of 3 days. I can see why fds are so popular around here
354,My slv 25.5c 8/28 went from +200% to -50% to +75% all in a matter of 3 days. I can see why fds are so popular around here
355,I got out. I'll pop in at close probably cuz everyone gonna sell off hard
356,"How much are pton $67.5 8/28 worth right now?

I sold mine yesterday and now they’re off Robinhood because they expire today"
357,"holding a tsla 2200 FD and kinda worried about the lunch gang. They are usually ok, but they tried to kill me yesterday with that massive selloff."
358,"Really considering a credit spread yolo on AMZN, talk me out of blowing up my account. 🥴"
359,Sell everything but aapl and put it in Tesla for next week
360,mcd nike sbux printing next 2-3 weeks
361,So wday and crm crushed earnings is zm too obvious?
362,So wday and crm crushed earnings is zm too obvious?
363,So wday and crm crushed earnings is zm too obvious?
364,Is you ain’t in wmt you hate money
365,2k studios better never go public bro i swear i will be the end of them
366,"I've got 250 in my account, where do I yolo it"
367,Just praying that the tik tok buy out goes through today at this point MSFT $230c 8/28
368,SNE $82 9/11 cuz fall guys is the free game this month on ps4 and that shit is fun
369,"\*Insert ""why not both"" taco girl from 2006 commercial\*"
370,"I’ve never stubbornly held something as hard as these uvxy calls, not selling till I see spy red"
371,I just bought a call bc of this. Up 5% already. Thanks
372,"I dipped out after that morning spike started reversing. Got lucky with 9/4’s bought yesterday, wil rebuy id it continues to dip under $50 again"
373,"looks like Tim Cook sold 1/4th of his positions this week. Transaction date aug 25, 265k shares sold at $496, holding 837k shares."
374,Why the fuck didn’t I sell aapl when it was at 515 this Monday??
375,"1 hr of slow bleeding on SPY, wiped out with 5 minutes of Hulk"
376,Plant your aapl seeds now! The rains are comin and this thing is about to rise!
377,MSFT if you gap up today I promise to never do 0 dte fds ever again
378,MSFT if you gap up today I promise to never do 0 dte fds ever again
379,I was In pton but it literally only runs up after I sell
380,"lol mgm cutting 18,000 jobs but don't worry they'll be rehired when demand is back.

Rehired with their wages cut and benefits slashes.

Ty Don, J pow, and the fed"
381,2500 TSLA eod musk tattoo guy is probably safe.
382,"Someone explain to a poor leaf how I yolo on TSLA calls, I'm feeling $600 10/26 calls so I just grab those monday at open? It's my first stock split, be gentle"
383,i feel very sorry for you if you arent in pton rn
384,Mmm mmm these AAPL and NVDA calls taste so good mmm mmm🤤
385,anyone buying nvda for their presentation next week?
386,"this is it, right..? aapl will finally moon right??"
387,if you are looking for a sign to geet into pton this is it
388,"Word, if qqq goes above 1% today I will cash and wait for dip to buy some October’s. ZM earnings next week makes me want to hold all qqq"
389,One more NET pump por favor
390,"Hey feds print more money, my slv be hungry"
391,"Oh didn’t know that, that is def huge 

You got a link?"
392,"Would it not be more profitable to aim for your credit spreads to expire in-between both legs so you profit from selling the otm contract and from the itm gains?

Edit: Debit spreads*"
393,if aapl could make it to 510 eod I’ll consider it a win after the shit show this week
394,if aapl could make it to 510 eod I’ll consider it a win after the shit show this week
395,Fuck shoulda bought nvda more otm
396,Sector rotation to nvda plz
397,davinci resolve free version is all you need and the ui is pretty noob friendly
398,I'm glad I sold all of my nvda calls this morning when they weren't moving fast enough. Damnit
399,"apple needs to stop fucking qqq 

walmart to the moon too tho!"
400,Tesla looks likes it’s halted bc of the low volume
401,Fuck I just went in on a 240/250c nvda credit spread tell me it'll be ok
402,All stocks with a v shaped recovery from the morning.... except tsla 😒
403,will wmt 140 apple 510 print？
404,Is it the last day before tsla stock split?
405,cant help it. back in nvda 0dte calls. give me a 5% day you sexy beast
406,This is not the aapl that I know
407,How im up 9% today and aapl isnt doings hit
408,9/11 138 wmt c with ya. 141+ or bust. Hoping they can close the deal by early next week
409,🤡 bought and sold nvda 520 c @ 1.15 🤡
410,When you sell your nvda calls in the morning 🤦‍♀️
411,"B/w that and ppl drinking bleach margaritas in TX, seems like a good play.

[https://dfw.cbslocal.com/2020/08/24/almost-50-north-texans-drank-bleach-this-month-poison-center-warns-stop-it-wont-cure-covid/](https://dfw.cbslocal.com/2020/08/24/almost-50-north-texans-drank-bleach-this-month-poison-center-warns-stop-it-wont-cure-covid/)"
412,"There's alot out there, midstream companies are pretty solid. DCP is my choice, slightly over $10."
413,So will TSLA and AAPL be not tradable from 4 pm today to 9:30 am monday????
414,Go to mcd and buy a fish filet combo then another for dinner
415,My tsla 2375c for 9/4 is down over $1600. Come on bby boy
416,My tsla 2375c for 9/4 is down over $1600. Come on bby boy
417,Put it all in on mgm puts. Gonna be eating thrown away pizza from the dumpster
418,28k volume on tsla 2400s today....
419,"Back when NVDA was $420 I bought $450/455 debit spreads for October. Those shits are so goddamn far itm and they're still only 50% max value because I way fucking overestimated how long it'd take for them to hit. Just got thousands of dollars locked up for another month waiting for them to get closer to expiration while everything else moons. Not the worst problem to have, but it's no fun watching everyone else have a good time.

tl;dr - fuck spreads. FDs from now on."
420,Got out of aapl and switched to FB calls 9/4. Take me to the promise land Zuck 🙌🏼
421,Her kids will be so proud.
422,Dnkn 77.5 sbux 85
423,well idk then bro it’s ur call
424,Biggest regret was not loading up on enph stock when it dipped to 40$ last month
425,lol good luck. its def going again
426,"I intend to but exactly 1/5 of a share of tsla eod


If you can’t tell I am a small account"
427,"-  newish to trading - should we invest in tsla today for their split tomorrow? I would assume a ton of people will be jumping on it with the price of shares being lowered, making it go up. But I don’t know too much about that stuff yet."
428,I hate TA but also I want aapl to hit 505. Does look like a double bottom on aapl. Right guys? Confirmation bias?
429,"If nvda is in advanced talked to buy arm, when do you think that'll happen"
430,nothing like going to manually set up a spread cause rh is retarded when you put in multiple-leg option orders and as soon as you set up one leg the stock starts absolutely mooning/dumping
431,wait bro its cuelgate not colgate
432,My Hail Mary nvda FD about to be ITM. I might live to gamble another day
433,Market capitalizations to gdp ratio.
434,"Take some profit buy yourself or a loved one something nice, congrats bro ... always nice hearing about people making money. So sad it took so long for this opportunity to be available to us common folk"
435,"After the Tesla and apple split show is over, people will start taking profits and putting it into other big tech stocks.. so get in on the FB, MSFT,  GOOG, Amazon stocks now while they're still cool and not in the oven yet. *holding FB and MSFT calls. Too poor to get amazon and goog calls*"
436,Fuck of course I put conservative limit orders on nvidia and only made a couple hundred cuz a couple thousand
437,It would be encouraging if aapl volume was building instead of falling.
438,We already know about the nvda event. Why is it mooning now
439,I sold my ENPH calls for break even yesterday in order to use the money to buy 0dte AAPL calls today. I swear my mom must have dropped me on my head no less than 3 times as a baby
440,gonna need nvda to stop hogging the pump from amd
441,What is going on with nvda right now?
442,"Bro its a fucking joke bro come on... I do buy calls and I have good returns haha. 

But I think this market is a bubble."
443,I think fsly only moves in 10% increments
444,well well well... is nvda going to gain $100 post presentation next week
445,It will be great because when I lose 2-3k on TSLA it will be because I held to exp and not just like a few minutes
446,Smfh sold nvda way too early
447,I hope so?  I have calls exp 09/04.
448,Whys msft stuck
449,Was there any reasonable way to predict nvda  jumping so much midday? I sold way too early feeling serious FOMO right now.
450,Yeah big Navi will def give a big bump too regardless of whether or not they beat nvda
451,"spy puts, qqq puts, tsla puts or amzn puts ?"
452,"spy puts, qqq puts, tsla puts or amzn puts ?"
453,"spy puts, qqq puts, tsla puts or amzn puts ?"
454,they won’t be nvidia top cards but will dominate the middle/lower end imo. amd’s big navi will def test the top cards though for sure
455,they won’t be nvidia top cards but will dominate the middle/lower end imo. amd’s big navi will def test the top cards though for sure
456,Went all in on 9/18 31 and 35c for RKT. Please print bro ill suck ya
457,Oof the msft chart is making me nervous. No 230 today its lookin
458,Literally meltup penny by penny until eod selloff to flat. Ty Mr. Fed and all your tools
459,sell that pton lmao
460,"Spy outpacing qqq in growth right now, so if it’s not tech in the s&amp;p500 growing what sector is it?"
461,nah that's a good play.  def will print
462,Low key wanted a red day to average down on my FDX calls. Never thought I’d be mad ab something going up 40%.
463,is msft gonna stay flat all day my call is dying
464,Wtf man. Don't tell me tsla is done for the week. Pump the eff up already.
465,Wtf man. Don't tell me tsla is done for the week. Pump the eff up already.
466,Fucked up my portfolio on 0 dte tsla. Was up 400 and watched that shit bleed all day
467,Hold you fucking pussy and don't think about selling until you're either itm or 20ish days to expiry.
468,"Sold yesterday’s puts at today’s bottom, for once being a pussy paid like a hooker. Also, amc trading higher than precovid going to end well"
469,"got out of aapl with 53% profit on my spread, not mad."
470,Yeah I was thinking the same. Especially with earnings coming up. But an over the weekend tik tok announcement might boost Fsly.
471,"I had 4.5k available margin, sold 7.5k in tesla shares, then tried to buy 10k in tesla options but my buying power in only 7.1k... 🤔 

On rh of course...anyone else run into some weirdness like this?"
472,"The fact that only boomer companies are bidding on tik tok is proof that it won’t stay around.

All the younger companies see its replaceability

Will be a massive flop for whatever boomer company tries to do something “hip”"
473,Switching to aapl puts. All the RH pussys that drove the price up don't have the nads to hold it over the weekend. It's going to sell off all afternoon as they exit.
474,I don’t keep up with slv and don’t know how that market works but no one ever made juicy tendies by cutting their winners early. If you think you have a winner hold. But if you think shit can happen in two months run.
475,"it’s so annoying how amd will fucking soar with retard strength but also dip with retard strength



💎 🖐 🤚"
476,Welp thanks to tsla today my account is now below the day trading limit. Shiiiiiiiiit
477,So what’s the nvda play for next week?
478,# let iq be free
479,Hold for midday dip or buy fb calls now?
480,Should i hold my aapl shares through the weekend or cut my losses now? I bought at 508
481,"Schwab just called to remind me I have a tsla fd that I can't afford to exercise like thanks chuck, I already know I'm a degenerate gambler."
482,maybe cuz no ones fucking flying and their orders keep getting cancelled and mass airport employees are being laid off ?!? the fuck
483,"This is strictly my opinion, BUT, in my opinion those calls are really kinda probably fucked. It has a theta of -.23 which is relatively high for the price action of $PTON and the IV% is 109.. this will likely lead to IV crush since it’s litterally 1 day exp after ER, I would definitely sell Monday, in my opinion again. But who knows. It’s a very risky position though."
484,"Also some THBR shares cuz unusual volume on it yesterday. Have some limit orders set it it drops, trying to DCA into 100 shares in case they announce"
485,It will be a miracle if all my $19 gold's that expire today print cuz they're worth less at the moment
486,I've got 5k for a yolo and i want quick returns. Like a couple of days or a week tops. Any ideas?
487,Good luck. Just buy a leap if you like pton and think it’s a good opportunity. 6+ months out or so perhaps.
488,Hold nvda forever
489,My spread exp is 9/18 so I'm holding. Up \~40% at the moment
490,Up 50% on my SLV $25.5 c exp 9/25. Tempted to take some profits but I think we are mooning next week
491,"I bought CHWY shares instead of a 60c bc scared

Rip"
492,Is it a possibility that tik tok deal won't get announced over the weekend just to screw us over.
493,i have started writing msft calls
494,"Oh yeah , i meant to tell you, silver always increases after 1 pm. Lol, today won't be any different so you can sell  60% of your contracts now, then wait for later. I'm telling you it will gain another 0.10 around 1 pm EST."
495,How we feeling about fb rn?
496,Oh shit yall betta sell that tsla tee hee
497,Fuck.. tsla tanking
498,"Wait wait wait, is this a tsla buy the dip moment ??"
499,scalped some quick tsla 2250c in at 20 out at 23.8
500,thankful for the sbux pump too
501,amzn isnt fucked as much cuz it's already been fading heh
502,i can guarantee amd is about to go up or down
503,up 500% on my fdx calls right now
504,it might look bad but amd is consistently rejecting the 84.8x area
505,Biden and Kamala just smoked a doink on tik tok live
506,Your mom isnt dead she just wants nothing to do with you.
507,Everyone watching tsla rn like 👁👄👁
508,Ok amazon and tsla both up pretty much $1k in past month. Yall rly think they can move up anymore? I really think correction is coming for tech and tesla
509,Ok amazon and tsla both up pretty much $1k in past month. Yall rly think they can move up anymore? I really think correction is coming for tech and tesla
510,umm tsla what is you doing.  This your big day and you are gonna shit on the car seat??
511,Didnt trump say he wants to ban Tik tok? How does msft and Walmart buying over works?
512,So j pow says hes doing everything he can to help companies create jobs and yet i see nothing but headlines of companies continuing to cut jobs. Seems fishy.
513,Looks like selling fb that’s morning was a good idea
514,market flatter than ur mom tits
515,bitches too. consistent income from selling hos by the hour
516,Buy the dipppp or idk fuck tsla is literally gambling
517,Satya Nutella please announce tik tok news
518,unless it's fsly or ping and tanks after earnings. be careful with weeklies.
519,"Ya bro I'm the same fucking way, after you endure so much mental pain sitting at a large loss, you can't wait to offload that turd. Problem is most likely the underlying is finally fucking working like you initially planned, but you're too jaded and scared to stick to your plan. This is such a touch thing to overcome dude. 

Of course rolling your position out once you're positive isn't a bad strategy, but October is still pretty far out so just sit tight man. Don't doubt your vibe, and don't listen to the noise here. That includes me dude lmao. Good luck man, we both need a little here."
520,Me too And my exp 9/4!!! I’m  down a lot now
521,"Diamond hand bro 

im in my boxers at 1pm so take that with a grain of salt."
522,Yeah when people say leaps they’re referring to long dated calls or puts. So like if you think pton is going to 200 just for conversation sake you would go buy a expiration for a 2022 call for pton for like $90 or whatever and if it even was 150 $ 6 months from now you’d be swimming in profit.
523,A body got any good eod plays ?
524,just buy calls eod then when they will be cheaper. IV droping like a fuckin rock today too.
525,Why did roku pump
526,Buying eod or waiting for Monday? Monday usually opens green. I'm trying not to fomo into anything rn.
527,I can’t bring myself to sell this fucking tsla call.  My wallet is either gonna hate me or love me next week
528,Is aapl ever having a big day again?
529,woah amd i felt that in my butt cheeks
530,i would not be in this position if pdt wasnt a thing. couldve sold for a gain yesterday now im getting destroyed. fucking sec man
531,"i think amd trying to spell something

i see a w and an m


WM


WASTE MANAGEMENT CALLS?"
532,"TSLA 0dte 2100 puts are fucking $70.
I literally have to wait till Monday to buy options and I just wanna have td let me buy 10 right now.

Guaranteed TSLA will be 2100 today at some point"
533,But the tsla dip.  Remember yesterday.  80 pt rip after
534,But the tsla dip.  Remember yesterday.  80 pt rip after
535,Buy the tsla dip you gay bears
536,My limit buy for when aapl hits 500 is what’s keeping it from actually dropping below 500 so you’re welcome
537,"So wtf man tsla tryna close at 2100? We need to pump. Some life asap, 2500 eod. Let's gooooo"
538,"I need more people to share how ""responsible DAL is being"".

More blacklisting and More ads about ""only one with middle seats still empty"" pls"
539,im down 300 on my aapl leaps. im so sad
540,is amd kill?
541,"imagine the next 15min aapl candle being green, lol. Not going to happen."
542,"by EOD amd will have spelt two w’s


😎 👍"
543,U think fb gonna anounce a stock split? Lmao that would be funny
544,Is throwing my last 1k to my name on tsla calls on this dip a bad idea?
545,Really tempted to buy some tsla FD calls right now
546,Any aapl call holders holding through the weekend/split? Hopefully next week is a much better week
547,"Inverse me and you will make money
90% of my plays are losses

sold nvda call for loss because sp flat for a week, right after i sell it pops 3%

I yolo into tsla 9/4 2600c then drops 

might as well inverse me and buy puts on tesla for next week.

this was everything I had guys. GLTA, tsla will probably break me and I need a break"
548,"Inverse me and you will make money
90% of my plays are losses

sold nvda call for loss because sp flat for a week, right after i sell it pops 3%

I yolo into tsla 9/4 2600c then drops 

might as well inverse me and buy puts on tesla for next week.

this was everything I had guys. GLTA, tsla will probably break me and I need a break"
549,"Inverse me and you will make money
90% of my plays are losses

sold nvda call for loss because sp flat for a week, right after i sell it pops 3%

I yolo into tsla 9/4 2600c then drops 

might as well inverse me and buy puts on tesla for next week.

this was everything I had guys. GLTA, tsla will probably break me and I need a break"
550,"Inverse me and you will make money
90% of my plays are losses

sold nvda call for loss because sp flat for a week, right after i sell it pops 3%

I yolo into tsla 9/4 2600c then drops 

might as well inverse me and buy puts on tesla for next week.

this was everything I had guys. GLTA, tsla will probably break me and I need a break"
551,The play for srne is fda approvals I got dec calls to be sure
552,I’m holding. My exp is 9/11 and figure we’re bound to come back (knock on fucking wood)
553,ik i made alot of money of this ticker.
554,garbage pton sell thanks
555,"If this is on options, you likely need to buy further out to reduce some of the volatility swings.

Setting stop loss on 45 dte or loss seems useless to me, assume the money may be lost if you’re going to buy those."
556,How many people are gonna obliviously panic when they see aapl and Tesla shares be worth 1/4 or 1/5?
557,sold nvda calls expiring today for a loss this morning AMA
558,"well couldnt help it. got in on a tsla 2250c for 11

already regretting it lol

lol tried to avg down at 9 but couldnt fill. ah well. letting it ride a bit."
559,Losing alot of money today....
560,How are we feeling abt MSFT? I got 9/4s
561,"Do you like the market but not good at picking stocks?

Do you enjoy nefarious activity? 

Do you believe in voodoo?

IVE GOT JUST WHAT YOU NEED!!!!!

&amp;#x200B;

I got a plan, 6 of us move to NY figure out whose who as in whose pushing the buttons and making shit move. We influence them subliminally.

example

During PRPL people could have followed around Jamie Dimon and stuck purple shit int he surroundings and just be around him on the phone talking about mattresses and renting vans painting them like PRPL brand etc, maybe even a fender bender where a fake delivery driver informs him its his fault from fatigue from all the new business and how they have everyone working a tight shift to maximize profits etc.

&amp;#x200B;

whose down? atm the mission would be Silver, my suggestion is we have one of those shitty meme rappers have a new song whining mumbling about how he cant afford a platinum chain for his female but he loves buying her Silver

Babe uhhhhh yeah babe uhhhh yeah for a minute you were going to get the platinum

babe uhh  yeahh but the benjamins aint there I got 4 jacksons

uhhh babe yeah uhhh

&amp;#x200B;

if you are law enforcement please know im high on good weed and bored and far too lazy to commit to any of that.

SLV 28c 11/20 smd"
562,What happens to my tsla calls after split?
563,lmao fuck this market. why is tsla red idiots
564,Yeah i called this on sunday when sbux was 77.  My girlfriend drinks pumpkin spice til january then doesnt touch starbucks til september.  Legit DD right there.
565,About to yolo 30k on VIX calls @ EOD
566,lol tsla battery bois feeling queasy moms spaghetti
567,scenes when they make tsla 2200c OTM too
568,imagine hedging ur tsla calls with vix calls and theyre both red 🤡 🤡
569,Some spy puts for november and sqqq puts to hedge. And a ton of cash. This market is scary rn
570,"bought 1 tsla 2200 p at 6ish, sold just now at 15ish. this goes to 100 today right?"
571,why is rcl green idiots
572,"China said today they’d ban apple products if U.S. bans WeChat. Either/both of those might not happen. Will likely come up again as we near the 9/15 tik tok target date. If tik tok sells, Trump might continue his “attack on China” and ban wechat. If tik tok doesn’t sell, Trump might ban wechat as retaliation. 

Personally, I’d sell and cut losses, but you do you."
573,"I’m 9/11 as well, if we lose we lose, but hopefully tik tok news will save our calls by next week"
574,Im anticipating a dump eod lol
575,Just swing between the gap ups and vaccine pumps 🤔 because no way this holds
576,lol if tsla doesnt bounce soon i'm going to wipe morning gains with this re-entry -_-
577,"Yay 2 days ago my short on tsla -50%, sold got out, probably a 50% drop today or monday just to fuck me in my smooth brain."
578,Down 13k on my 20k TSLA call yolo 0DTE
579,holi shit tsla 2200 here we go
580,"Fuck me. I was gonna buy TSLA puts at open (and even posted about it), but then I thought of the millions of slain autists of the tsla battlefield who tried to short the ultimate meme stock.

So, I didn't do it.


My dumbass was actually right for once."
581,loool why does it feel like someone wants aapl to close right @ $500?
582,Just loaded up vxx calls. Seems like something’s brewing
583,#But muh battery 🔋
584, aaaaaand my tsla 2200 fd that was up 6k this morning is now otm.
585,Buy the mini TSLA dip?
586,Lol someone repost that instathot on Twitter who was posting about buying 15 shares of tsla yesterday.
587,"i'm looking to buy some Tesla FDs.

the stock is down today, are there any good calls that make sense that arent $150 per contract?

anybody have a yolo tesla reco?"
588,anyone yolo'd on tsla puts this morning?
589,So glad I put 20k in aapl options thinking it would run up to 510 prior to split or something cool. Guess my ipad cost 11k instead of 1k.
590,What’s a yolo i can 100X my bet on in today’s power hour
591,Wow tsla and aapl...
592,Only tsla I can afford are 3500s lmfaoo. Fuck it
593,Look at the MM's weed out the paper handing tsla call holders to buy them on the cheap.
594,And the fade has become the dump. Good luck with those aapl and tsla calls.
595,And the fade has become the dump. Good luck with those aapl and tsla calls.
596,Come on nvda keep going up
597,"Bought the dip, 6 qqq 310c 10/16s"
598,Waiting for that eod tsla and msft run
599,Waiting for that eod tsla and msft run
600,Waiting for that eod tsla and msft run
601,"everyone though tsla would be 2100, noo, TSLA's going to close at 2346. 2346/5 = 469.20

$$ELON MUSK$$"
602,So is aapl just gonna go down all day or
603,Oil rigs back on line time to make some $
604,Option newb with a question: I'm looking at some call options on webull and I noticed that some exp weeks have a (w) attached. What does this mean?
605,TSLA + AAPL calls EOD is the move. Let this gay mini sell off exhaust itself and set up for that bag Monday
606,You can buy and sell calls itm and then you just need the stock to go flat tho
607,Everyone buy tsla and apply options.  They gonna split next week and 5&gt;1 so ez money
608,"jpow is taking out all his anger and frustration on the VIX now, guess all the bears are dead so now hes got a new target"
609,We wmt gang now?
610,"🎶Bye bye TSLA pie, don't think I'm gonna buy this dip cuz don't wanna die🎶"
611,It's not yolo unless you spent it on 8/28 options
612,"i mean everyone is prob holding fri expiry

and the itm/otm stuff is moving hard.

we're talking about 2-3k difference within 10 mins"
613,"So somehow you have unlocked a mode in which rh asks “do you want more money or less money” and you chose less.

Post your position so we can help you and make fun of you."
614,"If you guys could tank uvxy under 19, that'd be great"
615,This wiped out half the people holding OTM Tsla FD tbf so that’s like a fifth of the sub
616,Same bro makes no sense. Stocks like baba are even getting crushed
617,Sold my crwd calls earlier but thinking about rebuying... Hmmmm
618,"there was an idiot yesterday saying, if you didnt buy fds for tesla, what are you doing.... i wonder how hes doing."
619,"there was an idiot yesterday saying, if you didnt buy fds for tesla, what are you doing.... i wonder how hes doing."
620,Need help! Should I sell my  rocket calls or let them moon over the weekend ...yolo’d 9/18 30c on my Robinhood and td account
621,My dad timed the covid crash and didn’t even tell me till like may. He got in January on far otm puts. So even if bears win we won’t brag about because other ppl get hurt my market crashes.
622,"Sold qqq 300 9/30s for 300% before 12pm, just bought back in 6 qqq 310 10/16s"
623,"welp couldnt help it. went back in 2200c for tsla at 23.XX

prob bailing if it gaps to 2220

edit: sold for 29 somehow. ill take it considering its a 2min trade"
624,"Yeah no way we are hitting 2300 again by EOD. Freaking Elon, strap some rockets to the tsla and let's go to mars"
625,"fuck that im nvda paper hands gang two fridays in a row. id dump for breakeven, but maybe you're stronger than me"
626,How the fuck is it even possible that tsla finishes red... it’s not so buy calls
627,Straddles on tsla implying 50ish point move post split
628," oof 


well there goes the rest of my amd 85c 8/28

at least i sold half"
629,who sold me that tsla call today? how could you do this to me
630,Will QQQ close green? Should I buy itm calls?
631,some dude wrote here that his last yolo would be AAPL 515C 8/28 lmao
632,Is tsla about to rip??
633,lol amd bout to fuck up my day
634,imagine buying tsla at ath
635,buy the amzn dip for free money
636,love how we hardly ever see the loss holocaust when tsla tanks on a friday
637,"Nerds were posting charts with 20 minute write ups about resistance levels between 311, 312, 313."
638,"This market is fake and gay. Tell me how aapl is suppressed to sub $500?

I have aapl calls 10/16 so I'm not too upset but I'm just saying"
639," Nearly wiped out my account today on 0dte tsla calls today 🤭

Hopefully some nice 300 &gt; 2000 plays next week"
640,Are tsla calls free money ??
641,These 27$ vxx lottos I bought today gonna print just watch
642,Can tsla stil go to 2500 today ?
643,"Tech overbought, the money going to flow into value stocks/cyclicals/epicenter stocks when the Econ reopens...abt rapid high sensitivity test ready to scale, being touted as opener by Cramer and co. I’m skeptical but it’s why nclh etc so high right now"
644,Buying that oke dip was fucking cash
645,Fucking hell mms playing with my emotions like a goddamn puppet. I’m WEAK BOYS
646,I got 1.5k left to yolo whats the play
647,is there a new ath scanner on tos?
