index,comment
648,"I had to end a call the other day, during the first hour i went up 5k and then another 20 mins ticked by and I lost the 5k and was in the hole like 2k and like bro sorry i gotta go this call was only supposed to be an hour anyways"
649,You’re mad greedy bro lol and I don’t even have puts
650,"A megacap stock that rallied solely bc of a split announcement falling the last trading day before the split takes place? 

God people are posting retarded replies today."
651,"I couldn’t help myself from buying ccl stock, got 500 shares. I’m betting against gyna virus"
652,"if i keep buying tsla 2300 calls at $2 and selling them at $2.50 how many times can i keep doing this before i get arrested??? 

edit:2300"
653,Buy crew please arrive at 2 pm and bring AAPL to 510.
654,FSLY should be the better tiktok play over wmt and Msft.
655,WSB has been talking about tsla for like a year and a half
656,"If you're crying about the market today being ""rigged"", you're a newbie and a bitch, full stop no argument. The market has been on ez mode the past month where you just buy calls and watch the money roll in and now u wanna cry bc it disnt work out as well the past few days.  Apple down a few percent this week but 30 fucking percent for the month? Cry me a river. You were either greedy or too late. Basically same for TSLA, FB, etc."
657,vix is goin up cuz folks ready for dump its probably gonna crash after labor day. not enough volume until then for a real dip. who knows how much they'll pump until then though.
658,"wow you tsla guys r fucked, not me tho, my expiration like a month out, godspeed losers"
659,go out for a little jog to clear my mind and I come back to my slv calls down in the 8th level of hell
660,Will tsla calls get iv crushed a bit Monday? This is my first stock split.
661,When we selling slv gang?
662,"A private jet share isn't that bad if you fly a lot.  You can even do charter on demand for less than it would cost to get my whole family (me, wife, kids and 2 dogs) 1st class tix.  It's not as expensive as you think."
663,Shut up nerd this is WSB not r/investing
664,If pton could go to like $500 that’d be great no biggie or anything but ill be happy with it I guess or somethin 🤫
665,"Yea def personal preference 

I live roller coasters, so when it zips to accel like a roller coaster launch it my kind of fun.

I also like more acceleration at the low end rather than the top end causd I spend more time accelerating from stop signs and lights and what not"
666,Feeling a 3:00 pm sell off into the weekend.
667,How risky is holding an itm 9/18 NVDA debit spread through the ex-div date on 9/1?
668,just buy fedex / ups lol
669,I have 9/4 139C wmt and 9/18 245C msft
670,MSFT will probably dip after tik tok deal is announced
671,Wow aapl sucks.  I want the whole market to crash in flames unless my FDs print
672,"hang in there  split squad—we will be rolling I cash next week

31/8 gone be lik aapl ipo"
673,made a 8/28 IC on tesla yesterday cuz tesla is always frikin flat on fridays. paid off.
674,Prolly tsla 2300c for 9/4
675,Is anyone playing tsla now or waiting till after split ?
676,Everyone and their fucking mom knows MSFT is buying it.  why do you think its been mega pumping the past week
677,"Yeah its bizarre, I was gonna call TD and tell them their shit was broken cuz stonks hadnt moved"
678,I understand that but this isn’t something that’ll give msft a short term pump it gives msft into the social media market
679,Ban verizon dd guy.
680,"whatever ever aapl does after split on monday, forget aapl and head straight over to tsla and do the same"
681,"whatever ever aapl does after split on monday, forget aapl and head straight over to tsla and do the same"
682,Gonna take a 2 hr nap to ensure my Cash Gang status.
683,"What if Jeff bezos bought tik tok with some of his fortune

And literally made every video the same video of just him laughing 

Think of it as a billionaire prank on the kids using tik tok lol"
684,"What if Jeff bezos bought tik tok with some of his fortune

And literally made every video the same video of just him laughing 

Think of it as a billionaire prank on the kids using tik tok lol"
685,Is RH going to close out my tsla option before power hour?
686,Wait for it to hit single digits and then you can snap em up (I’m very srs btw)
687,Ive been in a slump since june 8. Today im up 18k so far. Took some profit. Almost back to ath 🥂
688,"One more big spike in docu please, so I don’t have to hold through the weekend"
689,Gov bought every single abt rapid test
690,"About to but the dollar tree dip, looking at 105c, exp Nov 20th.

Someone confirm my bias"
691,How is fsly down when the tiktok news is imminent? The only worry I have right now is that China will cancel the deal
692,Can we hit ath again already jeez
693,Are we being setup for an eod pump?
694,Any yolo for Monday?
695,Anyone holding tsla or aapl calls into next week?
696,Anyone holding tsla or aapl calls into next week?
697,Idk who I expect to buy this 2 dollar vxx put at the end of the day
698,Great/lucky week overall I did the same with FB bought on Tuesday but I sold them all at eod Wednesday
699,Which way tsla breaking?
700,Are my vxx 27C 9/4 calls fucked??
701,Will aapl end the day at $500.01 or $499.99?
702,Don’t blu it
703,Dude run the wheel on theta gang. Either way. I think tsla has more potential for juicy premiums
704,"Have to be patient to decide your entry point, take my case, I entered when stock was trading at 2200 on Tuesday and premium for 2250 august 28 expiry was 3.7k, it had consolidation for a day or two at that point , consider the weekly upward momentum I decide it was the best timing to act. Paid off well. My exp so for, don’t go in on Monday as you can’t tell general direction, also premium on Monday is way higher, Tue or Wed gives you some time for the market going up. Hope it helps"
705,abt pls bby get up
706,lmfao pton outta steam
707,Only gap ups are legal on Mondays.
708,I guess NBR is happy that oil rigs aren't demolished
709,Sell at a loss or hold my aapl 540c 9/18 through the split?
710,Thinking about going all in on nvda calls
711,Fuck I want to get a nvda call but don’t want to dump anything... shit..
712,u should buy an itm amd call right here
713,u should buy an itm amd call right here
714,Tim tok uses FSLY services to deliver the tik tok platform to users globally
715,"im bored, itching for a 0dte yolo whats the deal"
716,Just yolo in Tesla and lost 500
717,Why will FSLY stock benefit more than MSFT though? Tik tok only makes up 12% of FSLY's revenue
718,Come on power hr AAPL and TSLA
719,is ddog gonna go up or down from here?
720,Somethin bout bbw asians
721,"Jesus Christ that slv support 

Sunday night moon?"
722,Why would fsly benefit ? If msft buys them out wouldn’t they use their own CDN and discontinue fsly? I thought that was the reason they tanked when msft first announced they were interested
723,Why would fsly benefit ? If msft buys them out wouldn’t they use their own CDN and discontinue fsly? I thought that was the reason they tanked when msft first announced they were interested
724,same thing right now. LOL. Just right down the pros and cons for each. and pick one.
725,Down 16k in my 20k TSLA yolo . Fuck
726,fuck aapl T\_T
727,Buy aapl on the post split sell off Monday?
728,All in on Appl and tsla splits???!!!!
729,i smell an eod dump
730,I told my friend a little ab options and the first thing this retard bought was a msft 09/04 $300
731,I told my friend a little ab options and the first thing this retard bought was a msft 09/04 $300
732,"Too bad there are not weeklies on RKT i’d yolo in a heartbeat
What else can i yolo on during power hour"
733,American air line :) not aapl  but i agree and i was a bull for aapl until i realize that this split wont affect much as fraction shares is in more brokers hands
734,Got 515 calls expiring next week. Bought in the other day when aapl was at 507$
735,I sold one of my aapl 500s to grab a NVDA 525c 9/18
736,Just wait until the tok cock comes thrusting MSFT to ATH and he’s a millionaire
737,yaaa. when tik tok deal goes thruuu ayyyyyyy
738,"Guys, I promised my kids we could get a puppy, but that was last week when I thought AAPL would be 650 by today. How do I break it to my kid’s that instead of a new puppy we’re moving out of our house?"
739,Alright turning these nvda 600s into debit spreads here. Gotta lock in some shit lol. Fucking wild.
740,I should’ve listened to y’all bc it’s back up now
741,I read this thread instead of opening up my portfolio because Im scared to face the reality. Holding tsla and aapl
742,think i might pick up a tsla call eod
743,Last trading hr of the day
744,so its not just me who feels weird abt today
745,Me with slv wed
746,holi shit tsla battery bois cucked fo sho
747,You feel the eod pump coming too?
748,"Buying aapl 90p so when the split happens they will go ITM.

All in."
749,sell bro trust me
750,Tim Apple’s daughter is now scribbling all over the aapl chart now. Thanks Tim
751,somebody pls calm my tits and tell me my tsla 9/4 2600c I bought today at the top is good
752,"lol everyone think tsla breakthrough tech company when really just make battery with wheels anyone can copy

moat? what moat

lmfao"
753,I need an eod play
754,Holding nvda calls over the weekend? Up 67%
755,lets go lets go lets go!!!!!! please apple take qqq with you!!!!!!
756,"just a discussion for fun: 

Do you think in 2050 (assuming hes still alive) bezos will still be #1? Furthermore, you think there will be a name outside the top 200 in that spot instead?"
757,Fuck... Shoulda sold slv at open...
758,No AH today and no PM Monday bc of the split
759,anyone grabbing fb on this dip?  just picked up a 300c 9/18
760,I'm on the millenial gen x divide line.....I root for ge and jnj in extreme private.   I'll neither confirm nor deny I have purchased calls in those companies multiple times this year.
761,bro i hope alot of you get slaughtered you are bouncing the fuck out of this market go home
762,If you guys could all buy something from the bynd online store that would be great
763,And my now itm debit spread hasn't gone up a penny 😢
764,spy cuk tsla
765,This aapl manipulation is scaring my 9/4 calls
766,"IV goes down, vega goes down, long calls/puts lose value as you want more vol due to Black Scholes"
767,bruh msft been slowly sliding since open
768,tsla ph pump to finish strong....here it comesssss
769,"Love it, aapl calls almost a month out and down 10% with the stock trading even.  Shouldn’t be crushed that bad with that much time left"
770,The fact that rh doesn’t let you guys buy 0dte cracks me up. Imagine the average RH investor buying a TSLA fd and wondering where his money went after it expired worthless 30 minutes later lol
771,"I was looking at wmt too actually, just don’t know how high it can go tbh"
772,Theta gang is creeaaaaming to aapl right now
773,Worked for fb when it went up 15$
774,Only you bc u a dumbass
775,At least its a safe place to park my calls waiting for tik tok news
776,U tryna play fall guys? Ion have a mic but im half decent lmao
777,Fuck you Elon... my kids aren’t eating this weekend
778,a screenshot of these -99% tsla calls will be my desktop background for the next week so i remember not to be a fucking greedy dumbass
779,All in on ally stocks damn bro you gonna make like sixteen bucks
780,"After aapl and TSLA split the options you’re holding will be NON Standard options which the av edge investor here won’t get and freak out. That’s why I’m selling my options now and buying more at open. Good luck everyone. Here’s a link to help you understand what I’m taking bout


[standard vs non standard options ](https://www.thebluecollarinvestor.com/non-standard-options-what-they-are-and-why-we-should-avoid-them/)"
781,Y amzn go down?
782,If you had to yolo on 1 weekly tech stock for next week what are you picking ?
783,Neuralink demo! Obviously buy tsla calls
784,just you cuz youre an idiot
785,"nvda, but i am dumb so def dont"
786,"what a nut house this market is. just covered three months rent on a tsla 0dte c bought at 14:56, out 15:04.....crazeeeeee......"
787,IDK td ameritrade will close them in final 20 minutes if they are ITM and you don't have cash to execute the option.
788,I just don’t see how Msft/Wmt not top the 20 billion orcl offer
789,The one without the Gumsole bottom looks more classic but the other one looks newer and imo a bit more stylish. Can’t go wrong with either though.
790,50min till tsla will never be 2k again:D
791,This is hopeless. Hopefully next week after the split tsla will moon
792,I need spce to jump 50 cents...
793,I need spce to jump 50 cents...
794,I need spce to jump 50 cents...
795,I am bear and lost alot  buying puts. Its not worth it. You have to time it perfectly and have such a short window to make any decent gains. I now only buy calls if I like a spot and sell quickly or dont play.
796,Let’s nvda stop fucking around
797,This would be a great start to a kids book. Obviously titled “**How Did We Get So High**”.
798,Is this the rally from our -32% gdp yesterday?
799,What’s the eod play
800,Bought some lemonade and rocket stock to hold over the weekend and got back in on a crwd call. It felt great not losing money this week. Shout out to CRWD DOCU and surprisingly RIG for the tendies
801,Is aapl bout to moon?
802,"worth holding tsla over weekend, ppl will be buying the shit out of it at 2am in frankfurt, will pump it up before US can even buy monday"
803,"worth holding tsla over weekend, ppl will be buying the shit out of it at 2am in frankfurt, will pump it up before US can even buy monday"
804,Am I retarded for holding 10 tsla I bought cost average 2275 over the split and beyond?  Or tending town inbound?
805,"This morning's dip was like when they bring in the retarded kid from Make A Wish to throw the game opening pitch and run to first base. Good job you stupid bear did you have fun??

Then the pros start playing the real game"
806,Thank you for your contribution mr bear
807,No AH for tsla today because of the split. No PM Monday either :/
808,Did msft get tiktok or something?
809,Just lost money on a tsla spread because of their bullshit
810,"Hope you bought msft calls, tik tok announcement after hours I believe (not confirmed)."
811,"Hope you bought msft calls, tik tok announcement after hours I believe (not confirmed)."
812,go slv go
813,Feeling the really strong urge to yolo into FB 300 sep 18 anyone else?
814,no TSLA power hour? smh it's the last day before the split
815,The dumbest ccl calls you can buy
816,Fidelity sold off my tsla put just OTM.
817,I want tsla at 420
818,Hey retards I need advice is my $95 C sbux 10/18 good? Or am I fuked    Honestly I wanna by back in if it dips idk why
819,its ok nvda is my dad now
820,How does holding vxx over the weekends work ?
821,just bought some amd calls youre good
822,"action lately looks like some things are starting to slow down. Maybe coiling for more gains, or maybe reversing. At this point I wish things would go ahead and crash so we can play the climb back up.

Dumping tsla shares and aapl call monday and holding intc 2021 call. Bring on the crash."
823,"action lately looks like some things are starting to slow down. Maybe coiling for more gains, or maybe reversing. At this point I wish things would go ahead and crash so we can play the climb back up.

Dumping tsla shares and aapl call monday and holding intc 2021 call. Bring on the crash."
824,"action lately looks like some things are starting to slow down. Maybe coiling for more gains, or maybe reversing. At this point I wish things would go ahead and crash so we can play the climb back up.

Dumping tsla shares and aapl call monday and holding intc 2021 call. Bring on the crash."
825,"Eh.    There is always some bad news about fb every 2 months and it sells off, then it turns out its no biggie...   id wait for that.   Only risk I'd say is zuck does announce a stock split."
826,Yea bro Ik there LD but I want more buying power because of that reason.  Ig I just want more calls fuk
827,anybody going to gobble up that chgg dip?
828,1k to yolo over weekend what should I get go go go
829,What if apple make Oracle buy tik tok by increasing price and then Oracle will be like what the hell did I dot
830,ok tsla if i cant make money at least achieve the meme price for split
831,buy qqq calls this afternoon?
832,Ran out of kids duh. Now it's just cheap Chinese crap that you can buy at a flea market
833,ive done well with wmt this week
834,"I agree. Up is down and down is up.. my gut tells me Monday and Tuesday will be a lot of retail investors posting on fb “I bought Tesla/Apple stock!” Then a sell off on Tuesday afternoon, but I agree with you... the smart thing seems to be to inverse the consensus"
835,Yes puts and uvxy calls
836,"That is typically what happens. The lower price brings in more buyers and there is a bump for a few days before everybody comes to their senses. 

I think this will happen with aapl because it has been pinned all week.

I think tsla is going to tank immediately because all the trading up to this point has been meme based. There is no motivation for it to go above 420.69, and once everyone sees it there and gets their chuckle, it will dump."
837,"That is typically what happens. The lower price brings in more buyers and there is a bump for a few days before everybody comes to their senses. 

I think this will happen with aapl because it has been pinned all week.

I think tsla is going to tank immediately because all the trading up to this point has been meme based. There is no motivation for it to go above 420.69, and once everyone sees it there and gets their chuckle, it will dump."
838,"When you say max downside, do you mean max downside of the spread? That's not what happens if apple closes at 499. The holder of your short 500 put would exercise them and you would not be able to exercise your 497 long put because it's out the money. You would have to buy hundreds of shares of apple at 500, with cash. That's why rh closes spreads."
839,"I'm not worried was down to my last $100 2 weeks ago bought a yolo tsla call and it became $400, now I'm down to my last $1000"
840,"I'm not worried was down to my last $100 2 weeks ago bought a yolo tsla call and it became $400, now I'm down to my last $1000"
841,"Not confident in an announcement over the weekend on tik tok with the price action on Msft today.

Insiders should be loading up instead of selling. That mid day dip is scary. All it takes is for them to announce it mid week and the fizzle would die with the stop loss triggering."
842,EOD? there has been a rotation out of tsla since open.
843,*tim aapl has entered the chat*
844,Is amzn really gonna stay flat all day??
845,I have a feeling aapl dumps monday. Yet im still staying in all my positions
846,Why? Wouldn’t ppl rush to buy in cheap?
847,wheres the eod pump?
848,amd following qqq way too closely tofty
849,Hold amd 9/18 calls over the weekend?
850,900$ yolo for next week go!
851,"robinhood sold my amd 85c for 20 bucks a piece


not sure if they did me a favor yet"
852,I might yolo some puts. No way snap keeps climbing
853,You boys holding nvda into next week or what
854,bah. aapl is solid AF and will expose new buyers. new phone soon. its going up.
855,RKTs first earnings report. after this analcysts are gona jump on the bandwagon and give us insane price tgt pump
856,Specs on how much the tik tok purchase will affect MSFT AND WMT?
857,"Having 0 self doubt, no hedge, yolo only is not really a successful strategy historically 

Not saying fomo is, but 100% bets only is insane. Even buffet doubted himself enough on his come up to pick 2-3 at once ( and hold cash)"
858,Big tsla move into close?!
859,I wil retard
860,You didn’t think MMs were gonna buy up shares eod before split???
861,I’m too skeptical abt AAPL now to believe this pump
862,What do aapl buyers smoke exactly?
863,Wmt msft aapl climbing as last minute everyone is fuck this shit and hitting buy...
864,Wmt msft aapl climbing as last minute everyone is fuck this shit and hitting buy...
865,Yea gaining $1.5T in a year with low growth is def normal
866,go tsla i believe
867,Yeah aapl is gonna be SO fucking green on Monday
868,So I need a red day Monday or Tuesday for vxx to moon?
869,man some ppl got really cucked out of their tsla 2200c just a bit ago when it went OTM.
870,man some ppl got really cucked out of their tsla 2200c just a bit ago when it went OTM.
871,Ayo I can’t even look.  Don’t give me hope aapl don’t do that.
872,"i have AAPL $550 09/18, should i hold through the split? Currently taking a loss on it but maybe its better to close out with this current eod spike."
873,My $18 mgm weekly is printing
874,Soon bread will cost a bucket full of cash but aapl and tsla will make me a quadrillionaire so I don't care
875,Soon bread will cost a bucket full of cash but aapl and tsla will make me a quadrillionaire so I don't care
876,holding aapl through split
877,"As much as fucking possible, while also not just yoloing it away. 

Been steadily getting 1k per week min using credit spreads expiring weekly, been pretty safe if they are out of the money by a lot and has enough volume.

Chose put spreads bc I dont have to worry about theta decay as much and benefit if it stays flat or goes up, but with election coming along, maybe straddles are the move?"
878,2k yolo play at close feed me your dirty thoughts
879,TSLA pm buying on Monday better be fucking wild.
880,"Tim aapl is gay. 

Not joking"
881,"dam i now hav enough shares to swing trade to make tendies instead of options

tho i did do some yolo options to get here. feelsgoodman"
882,Buy aapl next week
883,Ugh. RH forced my aapl 500c an hour ago..
884,"tsla and aapl bulls are milk brothers, we can't rejoice in the other's suffering"
885,If you’re selling aapl right now then you ain’t black
886,"Damn just checked. Are you using any margin on that or is it all cold card cash.
Why roku vs any other company, curious."
887,"Dammit, I'm forced to hold msft through the weekend
When is the deal going to get announced??"
888,Exactly Naw I just have bp for these high premiums
889,Cocksuckin aapl is gonna close at 500 isn’t it?
890,WHAT is this fucking aapl dump. I understand nothing
891,someone accidentally forgot to supress aapl for about 10 mins there
892,Any news abt tiktok yet?
893,Sell my nvda calls that are up 45% expiring in october?
894,Damn aapl at least take me out to dinner first
895,Just scooped up docu for next week earnings
896,Hey aapl atleast take me out to dinner before you fuck me
897,"weak hands and institutional investors like buffet selling aapl rn

hang tight split squad, gonna be ok"
898,Go home aapl you're drunk.
899,My guess is there will be alot of Tesla buying on Monday. Alot of people sold covered calls and were not able to buy back their calls and thus were stuck in their positions. Their calls should expire now and they can get their profits and buy back some shares.
900,You think aapl will print 550c 9/4?
901,they reaaaaallly want aapl to close in at 500 at all costs huh
902,Holding aapl through the weekend 😤
903,lol get rekt aapl tards
904,Someone put AAPL into the padded room cuz it's goin CRAZY
905,K aapl is officially fake and gay
906,AAPL 500c's gonna exp worthless lol
907,Zero chance they’re gonna pay out the 30k call contracts exp next week lol they’d be insolvent
908,They are really going to close aapl at $500 lol
909,funniest aapl movement I have ever seen in my life
910,"Just reading through some comments, why the fuck would you retards not sell aapl at the top ?"
911,Really lost $7k cuz of aapl this week. Great.
912,Really lost $7k cuz of aapl this week. Great.
913,"honestly I hate buffet so much:

this bellend goes around telling everyone to hold everything forever 

sells airlines at historical lows

sells off aapl on insider info 2 days before profit warning everyone else gets

guy is a grade a maddoff

im mad as hell rn"
914,so anyone have any thoughts on the impending govt shutdown
915,LOL! MM just won huge on aapl closing below 500
916,I already got apple and msft calls so i got some RKT like a true idiot
917,"Let aapl be a reminder that while the rest of us are gambling and *wondering* where a stock will go, there are deep pockets out there who get to *decide* where a stock will go."
918,Just barely got my Aapl and tsla orders in...let’s get this fucking bag Monday
919,No that’s next weekend bro 🤣
920,"Have a good weekend you animals!

Make sure you drink your water and lift some weights so those weekend bbq and brews feel even better."
921,Alright guess I’m holding docu and work calls over the weekend. Have a nice weekend fellow retards
922,dumped some money into msft calls for next week at close.
923,"I swear MM just wanted aapl at 500 so it’s at an even 100 for Monday split. It will explode next week. Get on now 🚀

Edit: I’m a r*tard. My b. But still 125 is a clean number"
924,relax bro we'll get paid.
925,Nice man! I was up 22% on the week at noon yesterday and now I'm down 11% on the week cuz im pretty dumb
926,If you’re not holding tsla and Aapl calls going into Monday idk why you’re even here
927,This is a lie as I am invested in udn and the volume was at ath today.
928,This is a lie as I am invested in udn and the volume was at ath today.
929,"Apple goes to the moon.....

WSB: “Tim 🍏 I ❤️ you big kisses for you baby oh mr Timmy me 💗 you.

Immediately tanks.....

WSB: “FUCK YOU APPLE SMALL DICK BOI! Who else wanna beat the 🤬 outta this faggot”"
930,Oof appl ppl with 500c.
931,Aapl need to be investigated but probably wont cuz its Apple
932,"Wait....senate is in recess until Sept 8?

And we have a govt shutdown looming as well as no stimulus.   *Looks at Spy in gay bear*"
933,They fcked everyone from Tesla people to aapl people to amazon people Etc etc
934,I live for tsla. Fuck everything else tsla only forever
935,To fuck ppl who were holding 8/28s thats why. Fuckers
936,"What's really fucked up about aapl above $500 after close is that there's still 15 minutes after market close to exercise options, so anyone who sold 500c could be getting assigned right now."
937,When you make just a little bit less money in Apple shares than calls but don’t have to worry about losing to IV or eod sell offs 😎
938,Down 13% with the Tesla call I yolo d
939,Lost 2k on SPY puts today... was up 800 but I didn't cash out cuz greed. FML
940,"AMZN, TSLA, AAPL,

Mostly tsla tho"
941,"same here and yesterday, I was up from 1700 to 80 yesterday and down alot today, indicators show a pull back but we'll see"
942,"Could be some weird math due to RH. I took out like 3k of gains back to my bank. I played crm after earnings ,made about 100%. Honestly lost like 1k yesterday  and 400 today holding when I should have sold in the morning.  Got in PTON late today, got in ZM early. My timing is never perfect.  Expecting to make more with PTON in the next week or two.Thinking ZM gaps up Monday"
943,apple is going to stop being fucking gay and my qqq 9/11s are going to print like their got damn life depends on it. because they do. i want to come home.
944,I said that.  Accomplished it. Then tried conservative... it was boring af.  Opened a half dozen calls eod for a spicier week next week.
945,"I need to start doing something smart... like itm long dated calls on reliable value stocks with trailing stops. Just buy it and never look at it again until the day of expiration.

I keep gambling on lottery tickets and passing on $1500 gains holding out to see how high it will go just to end up negative."
946,"After the run up tsla and aapl had expect institutional investors to trim their positions made easy by the forward splits, happens every time"
947,"After the run up tsla and aapl had expect institutional investors to trim their positions made easy by the forward splits, happens every time"
948,"Personally I use some margin, but don’t now that it has run up so much. If it goes down, I use margin to buy more. I do Roku because I think they are worth at least 200/share and the company has a great long term trajectory, so I don’t mind holding in the off case the share price goes down. The premiums are fat too and usually stay that way. I never sell a cc below my cost basis though, which means sometimes I get a little less. 

It also pops sometimes like crazy. I got lucky this past week and timed it great to switch to buy some calls and decided not to sell any cc. Made about ten grand. Would have been pissed if I was selling a cc when it went up that much though. My guess is it’ll trade sideways until earnings after the run up this past week, maybe it will hit 180 which is where the average analyst has their price target at. I will probs switch back to cc only next week once it looks like share price has stabilized a bit or that the 175 level is holding."
949,And those couple lucky bastards who yolo fomo and make 100k
950,"They stopped curating their sellers by allowing tons of alibaba resellers who make super minor changes or just straight up resell cheap china shit. Their fees went up from .20 a listing to now about 8.5% of each sale at a minimum, including fees on the shipping price you charge customers. 

They made changes to their ads system which gave shop owners much less control over ad performance and spend - took away the option to prioritize ad spend on a set of particular items. Then when shops responded by spending less on ads, Etsy implemented a forced system of ad-spend where the shop owner has no ability to opt out, but will get charged an additional 15% in fees if the sale comes in from those ads.

Essentially, the things that made Etsy popular (hand-crafted goods by passionate people running small shops with the chance to get bigger) have been pushed aside in favor of Amazon customers who just want the cheapest prices and quickest service, and shops that can move the most volume so that Etsy can make the most on their fees.

I bet you think this sounds bullish as Etsy rakes in way more off the transactions it's platform handles, but in that process they are slowly strangling the thing that made it special in the first place."
951,"You know I love you, too, my bro :)
You are priceless."
952,they all yolo again to get to a mil and lose it all. one thing I have learned in here: yolo is not a policy
953,Sorry bro we rotated to PTON and CHWY today
954,MM got fucked! Aapl was at 500 right at 5:30. Over 100k of open interest for aapl 500c strikes
955,I heard ppl saying about huge volume open interest for 500c strike price. Not sure how to interpret that
956,"Fair enough, but I (the US) has history on it's side so far.  Of course, the past is no prediction of the future......  #Back2BackWorldWarChamps.    Seriously though, I spent a very long time concerned about the US debt and inflation until I talked to an ""outspoken"" professor who told me.... ""Son, the world currency is the US dollar.  We control interest and we control inflation.  The only equalizer is war..... And we control that as well.  Always invest in the US stock market, it can't go tits up unless we end up saluting a different flag"". Ok, I made that last part up, but the reasoning is sound.  Buy aapl and tsla, not because they are the best......but because they are American."
957,"Nice, I was actually going to buy an AAPL or MSFT call today, but I can only afford &lt; 1 month exp so I decided just buy SNE and TWTR December calls."
958,Crazy to think that’s how it is with -32% gdp and 10% unemployment. No where to put the money so whatcha going to do!
959,Yessir. Caught WMT on the way up. And sold most my other positions around the top. AAPL bs eod hurt but I holding my spread over the weekend anyway. Hbu? Spy had a nice rally up
